start_date,recipient_last_name,recipient_first_name,corp_id,display_name,first_name,last_name,what_is_your_grade_level,would_you_like_to_be_a_mentor_or_a_mentee,would_you_prefer_a_mentee_within_your_business_unit_group,what_are_your_strongest_skills_please_choose_your_top_3,what_topics_are_you_knowledgeable_on_please_choose_your_top_3,which_expectations_can_you_help_fulfill_please_choose_your_top_3,do_you_prefer_2_2_or_would_you_be_comfortable_mentoring_more_than_one_person,would_you_consider_yourself_an_extrovert_or_an_introvert,which_personality_type_would_you_prefer_to_be_paired_with,which_of_the_following_best_describes_you_as_a_person,please_tell_us_in_your_own_words_why_you_want_to_be_a_mentor_what_are_your_expectations_and_intended_outcomes_please_provide_a_detailed_response_of_3_4_sentences,are_there_any_special_considerations_that_you_would_like_known_when_your_application_is_reviewed_is_your_desire_to_participate_based_on_certain_criteria_that_you_have_in_mind_that_was_not_covered_in_the_previous_questions_please_list_that_information_here,would_you_prefer_a_mentor_with_your_current_job_role_or_one_above,what_skills_would_you_like_to_improve_please_choose_your_top_3,what_topics_are_you_interested_in_please_choose_your_top_3,what_are_your_expectations_for_this_program_please_choose_your_top_3,would_you_consider_yourself_an_extrovert_or_an_introvert_2,which_personality_type_would_you_prefer_to_be_paired_with_2,which_of_the_following_best_describes_you_as_a_person_2,please_tell_us_in_your_own_words_why_you_want_to_be_a_mentee_what_are_your_expectations_and_intended_outcomes_please_provide_a_detailed_response_of_3_4_sentences,are_there_any_special_considerations_that_you_would_like_known_when_your_application_is_reviewed_is_your_desire_to_participate_based_on_certain_criteria_that_you_have_in_mind_that_was_not_covered_in_the_previous_questions_please_list_that_information_here_2,affiliation_group,affiliation_unit,source_year
45427.383935185186,Last0416,First0416,CID0416,PERSON_0416,First0416,Last0416,Grade 1,Mentee,,,,,,,,,,,Above,"termbtk / termajf,effortframe / termduz,plansignal / changeapproach","termcsi termbkc,termbhr termaxs/termaoo careerdialog,learnapproach","termdpc termdvx termagr termark termccm termavi,termcay effortapproach termadj effortpath futuredialog termccv,termdxn termcyx",Introvert,No preference,Creative / Explorer / Experimenter,,,Group 03,Unit 11,2024
45427.381597222222,Last0417,First0417,CID0417,PERSON_0417,First0417,Last0417,Grade 8,Mentor,Yes,"termbog/impactnetwork termdhg,termbtk/termajf,effortframe/termduz","termdks & learnsummary,termanz optionmodel,learnapproach","termarp optionmodel termbrc,termcfe termdxu termalt termcnb,termdco termcyx",1 mentee,Extrovert,No preference,Creative / Explorer / Experimenter,termbec termbut termamd termbvv leaderprocess termdss termaee reviewmatch studysummary termbev termbvv termaaf termagm contextfield termbfz termbev impactprocess termaqc termabm termbev termcwa termbec termbut mentoroutcome termbdc termaqc effortpoint. termbyz termbot termaaf termagm methodmatch effortapproach termcty termczh termdql,termdhd,,,,,,,,,,Group 02,Unit 07,2024
45427.383530092593,Last0418,First0418,CID0418,PERSON_0418,First0418,Last0418,Grade 8,Mentor,No preference,"termbtk/termajf,practicewindow termcyx/termaud growthmatch,effortframe/termduz","termdks & learnsummary,termalt termctu,termanz optionmodel","termdwn methodeffort futurefield termdhp,termcfe termdxu termalt termcnb,termdco termbhr contextgroup",1 mentee,Extrovert,Extrovert,Creative / Explorer / Experimenter,"termbec termaaa termchy termcqc termbrg termark termavi termbev contextfield efforttrack termcmg contextshare contextfield termaqc focusapproach.  termbec learnguide termdvx termdnm termbyz termchh termalg 18 effortpoint termaqo termddb termbla termbev termbfg leadermatch futurepoint practicerecord changeeffort termaqc termciv termdvx termdhy termbev termbfl termagm.  termbec termbhx termaqc practicemodel planpath termbcs termasa termcbn termdvx termcwz efforteffort termdiz termbgc termbot termdhy contextfield termbfh termbhr termdgf termdrs.  termbec termbot termaaa effortapproach termanz termebb termdiz termbrr termdvx termcto termalg termbob careersystem, termbhr termctu, termbte termctu, termebf.",,,,,,,,,,,Group 04,Unit 04,2024
45427.383530092593,Last0419,First0419,CID0419,PERSON_0419,First0419,Last0419,Grade 3,Mentor,No preference,"practicewindow termcyx/termaud growthmatch,effortframe/termduz,reviewmatch optionmodel/termbwl","termbhr termaxs/termaoo careerdialog,termdge futureprofile,learnapproach","termcay effortapproach termadj effortpath futuredialog termccv,termdco termcyx,termcay termdta-termahf termcyv termddb",1 mentee,Extrovert,No preference,Structured / Process-driven / Logical,termbec termarj termdiz practiceapproach planpath termbrg effortapproach termahp termbqz termbec learnguide termdvx growthwindow changesummary. termbec termdmn termcdu termanz termdvx practicechoice termcsf termaqo termcqj valuetopic termcir termbev optionguide termcqj termbrb. termbec termbmz planeffort termanz termdlx termbev termbrg termcqj termcnc.,,,,,,,,,,,Group 05,Unit 09,2024
45427.385821759257,Last0420,First0420,CID0420,PERSON_0420,First0420,Last0420,Grade 9,Mentor,No preference,"termbtk/termajf,termczn termeas/reviewguide termaqk,practicewindow termcyx/termaud growthmatch","termalt termctu,termanz optionmodel,termbhr termaxs/termaoo careerdialog","termarp optionmodel termbrc,termcfe termdxu termalt termcnb,termdco termbhr contextgroup",1 mentee,Extrovert,No preference,Creative / Explorer / Experimenter,termbsh termasv termdco termbev termate termcqj futurethread.,,,,,,,,,,,Group 06,Unit 01,2024
45427.384756944448,Last0150,First0150,CID0150,PERSON_0150,First0150,Last0150,Grade 8,Mentor,No preference,"termbtk/termajf,termczn termeas/reviewguide termaqk,practicewindow termcyx/termaud growthmatch","termalt termctu,termanz optionmodel,termdzz termajf/skillmodel","termarp optionmodel termbrc,termdco termcyx,termdco termbhr contextgroup",1 mentee,Extrovert,No preference,Creative / Explorer / Experimenter,"termbec termaaa termdgn contextfield termbrg effortapproach termbrx termakr termbec termbut effortapproach termdab termdny termdvx focusdialog termalt termctu termcyv termark termcbw termdxi.  termbec termbut termamd termbev termdfl termdvx termagr termaqc termamf termaqo termdmc practicerecord, termdiz termbec termaok termaqc focusdialog termbyz termbgc termbut. termbec termbut termark termbac termdny termdvx termcto termdmk detailthread termajy termbqz effortgroup termagr termalc leaderprocess termbkw.",,,,,,,,,,,Group 02,Unit 06,2024
45427.385150462964,Last0421,First0421,CID0421,PERSON_0421,First0421,Last0421,Grade 8,Mentor,No preference,"termbtk/termajf,termczn termeas/reviewguide termaqk,reviewmatch optionmodel/termbwl","termanz optionmodel,termdzz termajf/skillmodel,termdge futureprofile","termclr contextshare,termcay effortapproach termadj effortpath futuredialog termccv,termcay termdta-termahf termcyv termddb",1 mentee,Introvert,No preference,Structured / Process-driven / Logical,"termbht termbec mentoranalysis termdvx termbse focuspoint termbev termbvv contextfield termdxu termbkn termbrc, termbec futureview termdmn termdvx termdfl termdvx termbrx & termcto termdmk contextfield termdxu termcsi. termbyz termdsx termbfx termamd termdxu termawj termdvx termdet termdmk termbna termagm termbqz termaok termake termbpn termbla.",termdhd,,,,,,,,,,Group 03,Unit 07,2024
45427.383518518516,Last0422,First0422,CID0422,PERSON_0422,First0422,Last0422,Grade 1,Mentee,,,,,,,,,,,Above,"termbtk / termajf,practicewindow termcyx / termaud growthmatch,effortframe / termduz","termalt termctu,termanz optionmodel,termdge futureprofile","termarp effortapproach optionmodel termbrc,termcay effortapproach termadj effortpath futuredialog termccv,termcfe termdxu termalt termcnb",Introvert,Extrovert,Structured / Process-driven / Logical,"termbui effortapproach termdzc termcra, termbev termbui mentorprocess termdvx termdwn planpath termbgq termasv. termbui termdgn contextfield termdfn termcqc termcyk termais, termalt termcwa termbev mentorprocess leaderprocess focuspoint studychoice termbhr termctu.","reasonchoice/effortapproach, termbec termadw contextfield termaqc termbty termaqo termanr termbev teamsystem, termbrg termdpy termdvx learnwindow termbev termauh termalt focuspoint termbgc termdhr termauw termbhr.",Group 02,Unit 06,2024
45427.388842592591,Last0423,First0423,CID0423,PERSON_0423,First0423,Last0423,Grade 4,Mentee,,,,,,,,,,,Above,"termbtk / termajf,termczn termeas / reviewguide termaqk,effortframe / termduz","termalt termctu,termanz optionmodel,termbhr termaxs/termaoo careerdialog","termarp effortapproach optionmodel termbrc,termcay effortapproach termadj effortpath futuredialog termccv,termcfe termdxu termalt termcnb",Introvert,Introvert,Structured / Process-driven / Logical,termbec futureview optionpath termdvx termbut effortapproach termbhr termbrx termbqz termcxp termbfl termagm termbja termdxu termddb termeaq termbev termaok termadj termcqc termaqc termaef. termbec termaaa termbeo contextfield termblj termbev termcxp optionpath termdvx termbut termcag termbna termaqc termczh futurefield termcob contextfield termaqc termebr. termbot termbut termavq termbec termbgc termact termcqc termdxu termbhr termctu.,,Group 04,Unit 09,2024
45427.379247685189,Last0099,First0099,CID0099,PERSON_0099,First0099,Last0099,Grade 8,Mentor,No preference,"termbtk/termajf,termczn termeas/reviewguide termaqk,effortframe/termduz","termdks & learnsummary,termcsi termbkc,termalt termctu","termdpc termdvx termagr termark termccm termavi,termdco termcyx,termcay termdta-termahf termcyv termddb",1 mentee,Extrovert,No preference,Structured / Process-driven / Logical,termakr termbec termdmn termdxu termccm termdwu termbev termbsh termbkw focusoutcome :-),termbec futureview termdtr 1 termcuf termbiq termdvx termabs termals designfield!,,,,,,,,,,Group 06,Unit 04,2024
45427.389675925922,Last0424,First0424,CID0424,PERSON_0424,First0424,Last0424,Grade 4,Mentee,,,,,,,,,,,No preference,"practicewindow termcyx / termaud growthmatch,effortframe / termduz,reviewmatch optionmodel / termbwl","termalt termctu,termbhr termaxs/termaoo careerdialog,termand mentormodel","termdwn termcqc methodeffort futurefield termdhp,termdxn termcyx,termdxn termdxu termbhr contextgroup",Introvert,Introvert,Structured / Process-driven / Logical,"termbec termdjn optionpath termbec termbut effortapproach reviewroute termdvx termdwn termakf termbyz effortsignal termdvx careerdialog termcyx termbev termeas termbev skillroute termabn termddb. termbow termaqo termblb termafg termdox termbev termajp effortapproach termcvm optionmatch. termcjc optionpath termdvx termazn termalg termavq termdlf termaxw termbec termbgc termash termbev termcrm termdvx, termaxw termbgc termazn termalg termagm studychoice termaqc methodapproach termbbi termchh leaderprocess termagm supportinsight.",,Group 04,Unit 06,2024
45427.385520833333,Last0300,First0300,CID0300,PERSON_0300,First0300,Last0300,Grade 2,Mentor,Yes,"termbtk/termajf,effortframe/termduz,plansignal/changeapproach","termalt termctu,termdzz termajf/skillmodel,termdge futureprofile","termcay effortapproach termadj effortpath futuredialog termccv,termdco termcyx,termcay termdta-termahf termcyv termddb",2 mentees,Extrovert,No preference,Structured / Process-driven / Logical,"termbec learnguide termdvx termagr effortapproach termbrx termakr termdvf termavq termaxw termdsx termamd effortapproach termahp termbev detaildialog termdvx termagr effortapproach termahp termbec termdpa termaqc termawb termbqz effortsignal termcsf termaqo termbyz. termbec termaoa termdvx termalm termbfl, methodanalysis termbev termdhy termaqc termahp(studyfield) termbqz termbec termauh termdvx termcto termbkw termcjs termbio changeshare termdzc termajl. termbec termbot termaoa termdfw leaderprocess termbkw termdvx planwindow termcsf learnoutcome skillframe termbxe practicetrack contextfield termbel termbxe termbut effortapproach termawb termdhy termbxf termbev termbut termaee termcag changeeffort termaqc termciv leaderprocess termdvf termcqr learngroup termbxe termdhh termagm.",termcpr termbxp resultprofile termacv termbec futureview termdmn termdvx termdfl termaqc termais termbqz termbec termbut termbgq termbrg termdlu termaqo reviewshare termbje,,,,,,,,,,Group 01,Unit 07,2024
45427.391851851855,Last0425,First0425,CID0425,PERSON_0425,First0425,Last0425,Grade 7,Mentor,No preference,"termbog/impactnetwork termdhg,termako/termcqa,plansignal/changeapproach","termalt termctu,resultroute termdvr,learnapproach","termcay effortapproach termadj effortpath futuredialog termccv,termcfe termdxu termalt termcnb,termcay termdta-termahf termcyv termddb",1 mentee,Introvert,Extrovert,Creative / Explorer / Experimenter,termbec optionpath termdvx growthwindow changesummary termcez termbec termbut termbev termcyv termaqc termakz termdwn planpath termdmk.,termdhd,,,,,,,,,,Group 03,Unit 08,2024
45427.384097222224,Last0426,First0426,CID0426,PERSON_0426,First0426,Last0426,Grade 7,Mentee,,,,,,,,,,,No preference,"termbtk / termajf,practicewindow termcyx / termaud growthmatch,plansignal / changeapproach","termalt termctu,termanz optionmodel,termbhr termaxs/termaoo careerdialog","termarp effortapproach optionmodel termbrc,termdxn termdxu termbhr contextgroup,termbhy termark practicepoint",Introvert,Extrovert,Structured / Process-driven / Logical,"learnguide termdvx termdwn termadj termdbb, termbig 7, 63, termdqd, termdlb termebf",termdhh effortapproach termajv termbrx,Group 02,Unit 04,2024
45427.389027777775,Last0291,First0291,CID0291,PERSON_0291,First0291,Last0291,Grade 7,Mentor,No preference,"termbtk/termajf,effortframe/termduz,plansignal/changeapproach","termalt termctu,termbhr termaxs/termaoo careerdialog,termdge futureprofile","termdwn methodeffort futurefield termdhp,termcfe termdxu termalt termcnb,termcay termdta-termahf termcyv termddb",2 mentees,Extrovert,No preference,Creative / Explorer / Experimenter,"termdvf termbrx termdxu effortroute termaly focusguide, projectoutcome termbev logicthread-termbnj, skillanalysis planpath termdxu termcwa termdvf termcjj termcjq termbev termciy termdsv. termbec termebn termdvx termbqk effortapproach termamw termbzq termcdn termcqn termdjn termbnf termdvx planview termcqj termayh, termcgj changepoint termbrb, termbev detailthread termcqj termbhr teamrecord impactdialog.","termdxu termaaw termapl studychoice designmatch effortapproach termais termaqo termbha termdfn, growthsystem termcag, termbev termcmm planeffort termcqn focusoutcome termbqp supportinsight termbev valuepoint. termbec termccm termdvx termdco effortapproach termcmg termbev termcfi termdxp termaqo termcrj termafj termaxw termdqy termaqc supportanalysis termbev termdau termdvx termdza termcyv termddb",,,,,,,,,,Group 02,Unit 10,2024
45427.391192129631,Last0427,First0427,CID0427,PERSON_0427,First0427,Last0427,Grade 1,Mentee,,,,,,,,,,,Above,"termbog / impactnetwork termdhg,termczn termeas / reviewguide termaqk,effortframe / termduz","termalt termctu,resultroute termdvr,termbhr termaxs/termaoo careerdialog","termcfe termdxu termalt termcnb,termdxn termdxu termbhr contextgroup,termcay termdta-termahf termcyv termddb",Introvert,Introvert,Creative / Explorer / Experimenter,"termaum designprocess leadermatch effortapproach termdph termchd termazu. termbui termbfg effortapproach growthprocess reviewmatch termdoi effortapproach termeaq. termbec termbiz termbui contextfield termaqc termdty termaxm termbev termbrc (termcre contextfield termeah), termcuf termbui termdzd skilltopic termdpc termdvx detailthread/termaqy effortapproach termalt termbhf termaqo termbgi?",termbui termdzd skilltopic termaqo termdxu detailframe termdrb termdwm contextfield termaqc termbmj termcsh termaah. termdxu termcrd termcjj termdhz termeah 8termcus termbev termaly 4 termbon termcqr. termamv studysummary termbev focusview termbec termbiz termbec termbut termark growthsummary termaqo termcpk termcok.,Group 04,Unit 08,2024
45427.380428240744,Last0428,First0428,CID0428,PERSON_0428,First0428,Last0428,Grade 6,Mentor,No preference,"termczn termeas/reviewguide termaqk,reviewmatch optionmodel/termbwl,methodfield termagc","termalt termctu,termdzz termajf/skillmodel,termdge futureprofile","termarp optionmodel termbrc,termcfe termdxu termalt termcnb,termdco termbhr contextgroup",2 mentees,Introvert,No preference,Structured / Process-driven / Logical,termaqc termcnm focuspoint termebx contextfield termdxu termddb termbhr termbqi termaqc termben 15 effortpoint termaqo termdxu termcjl. termbec learnguide termdvx growthwindow changesummary termdvx termaqc termbwl. termbrg valuepoint termapj focuswindow termchu termdtoâ€™studyfield termayi termbev termddz termbrg termbgp termaqo termdtoâ€™studyfield termcrn termbhf termakf insightchoice termalg termdmk.  termalm termbec termbgc termawz effortapproach termccq plangroup focusdialog studychoice termdmk.,"termaqc termbej termaqo termdxu termbhr termdsx termamd contextfield impacttrack, mentorframe supportrecord termbev focuspoint. termals termaqc termahp termdsx focuseffort changeapproach mentorfield, termbec termbgc termash termdvx termaqc termbkg termbev growthoutcome. termbec termaaa effortapproach termbad termciy termaka termbev termbut effortapproach termcwq contextfield termebe.  termbec termapr logicanalysis methodthread termalg termaqc termdrk termaqo termdys termaqc termbnv termdsk termcuf termbec termbru logicanalysis methodthread termcne supportbridge termdxu studysummary resultfield; futureframe termdvx termdjw termbhr termbrg termcxf termdvx termdjt termaqc supportchoice skillroute reportprocess termbvx termbhs termbah.",,,,,,,,,,Group 01,Unit 06,2024
45427.393171296295,Last0201,First0201,CID0201,PERSON_0201,First0201,Last0201,Grade 2,Mentor,No preference,"termczn termeas/reviewguide termaqk,practicewindow termcyx/termaud growthmatch,methodfield termagc","termdks & learnsummary,resultroute termdvr,termdge futureprofile","termclr contextshare,termdco termcyx,termcay termdta-termahf termcyv termddb",1 mentee,Extrovert,No preference,Structured / Process-driven / Logical,termbec teambridge termaqc teamchoice termbsb termaph termdvf effortapproach termahp termbev futureview optionpath termdvx growthwindow changesummary studysummary termdvf effortapproach termbrx termbev termcto methodeffort termazy.,,,,,,,,,,,Group 01,Unit 02,2024
45427.395624999997,Last0429,First0429,CID0429,PERSON_0429,First0429,Last0429,Grade 10,Mentor,No preference,"termbtk/termajf,termczn termeas/reviewguide termaqk,practicewindow termcyx/termaud growthmatch","termanz optionmodel,termand mentormodel,learnapproach","termarp optionmodel termbrc,termcfe termdxu termalt termcnb,termdco termbhr contextgroup",2 mentees,Introvert,No preference,Creative / Explorer / Experimenter,termcjc optionpath termdvx termdch termcez termaum termapx contextfield termdxu termbhr termdvx termaqc termbmj termdlp termaqo termafj.,,,,,,,,,,,Group 04,Unit 11,2024
