start_date,recipient_last_name,recipient_first_name,corp_id,display_name,first_name,last_name,what_is_your_grade_level,would_you_like_to_be_a_mentor_or_a_mentee,would_you_prefer_a_mentee_within_your_business_unit_group,what_are_your_strongest_skills_please_choose_your_top_3,what_topics_are_you_knowledgeable_on_please_choose_your_top_3,which_expectations_can_you_help_fulfill_please_choose_your_top_3,do_you_prefer_2_2_or_would_you_be_comfortable_mentoring_more_than_one_person,would_you_consider_yourself_an_extrovert_or_an_introvert,which_personality_type_would_you_prefer_to_be_paired_with,which_of_the_following_best_describes_you_as_a_person,please_tell_us_in_your_own_words_why_you_want_to_be_a_mentor_what_are_your_expectations_and_intended_outcomes_please_provide_a_detailed_response_of_3_4_sentences,are_there_any_special_considerations_that_you_would_like_known_when_your_application_is_reviewed_is_your_desire_to_participate_based_on_certain_criteria_that_you_have_in_mind_that_was_not_covered_in_the_previous_questions_please_list_that_information_here,would_you_prefer_a_mentor_with_your_current_job_role_or_one_above,what_skills_would_you_like_to_improve_please_choose_your_top_3,what_topics_are_you_interested_in_please_choose_your_top_3,what_are_your_expectations_for_this_program_please_choose_your_top_3,would_you_consider_yourself_an_extrovert_or_an_introvert_2,which_personality_type_would_you_prefer_to_be_paired_with_2,which_of_the_following_best_describes_you_as_a_person_2,please_tell_us_in_your_own_words_why_you_want_to_be_a_mentee_what_are_your_expectations_and_intended_outcomes_please_provide_a_detailed_response_of_3_4_sentences,are_there_any_special_considerations_that_you_would_like_known_when_your_application_is_reviewed_is_your_desire_to_participate_based_on_certain_criteria_that_you_have_in_mind_that_was_not_covered_in_the_previous_questions_please_list_that_information_here_2,affiliation_group,affiliation_unit,source_year
45036.64375,Last0010,First0010,CID0010,PERSON_0010,First0010,Last0010,Grade 4,Mentor,No preference,"practicewindow termcyx/termaud growthmatch,termako/termcqa,plansignal/changeapproach","resultroute termdvr,termbhr termaxs/termaoo careerdialog,termdge futureprofile","termcfe termdxu termalt termcnb,termdco termcyx,termdco termbhr contextgroup",2 mentees,Extrovert,No preference,Structured / Process-driven / Logical,termbec termbut effortapproach termdle leaderprocess termbsh termdwj learnoutcome optionrecord termbev termamg termcnh termdxi termaqo termcww. termbec termbut termdzq termbsj termaqo termdzn termbev termbut termaiu termcww. termbec termdmn careerdialog termcyx termbev termbqj effortapproach plangroup termais termcyv termddb.,,,,,,,,,,,Group 04,Unit 05,2023
45036.64513888889,Last0005,First0005,CID0005,PERSON_0005,First0005,Last0005,Grade 4,Mentor,Yes,"termbtk/termajf,practicewindow termcyx/termaud growthmatch,effortframe/termduz","termalt termctu,termbhr termaxs/termaoo careerdialog,termdge futureprofile","termcay effortapproach termadj effortpath futuredialog termccv,termcfe termdxu termalt termcnb,termdco termcyx",1 mentee,Introvert,No preference,Structured / Process-driven / Logical,leaderprocess termaqc termbgj termbav effortpoint termbec termbut termamd effortapproach termahp termbev termccm termdsx termaaq termdxu termalt termctu methodgroup. termcyv reviewshare termahb termbec termbut termamd contextfield effortapproach termafw termcdn termbec learnguide termdvx termbot growthwindow changesummary termbev termcto methodeffort termanz termcjs supportinsight termbev valuepoint. termbec futureview optionpath termdvx termagr effortapproach termeaa methodeffort termanz termbev termagr termaqo termaju termdvx termaqc termcsi.,termbec termbiz termbec futureview termagr termdpy termdvx termckd termaqc reportprocess termaju leaderprocess termavq contextfield termdxu futurefield termdgw contextfield termaqc impacttrack termbio termcrr/termdpn.,,,,,,,,,,Group 01,Unit 08,2023
45036.645833333336,Last0011,First0011,CID0011,PERSON_0011,First0011,Last0011,Grade 7,Mentor,No preference,"termbtk/termajf,practicewindow termcyx/termaud growthmatch,effortframe/termduz","termalt termctu,termanz optionmodel,termbhr termaxs/termaoo careerdialog","termcfe termdxu termalt termcnb,termdco termcyx,termdco termbhr contextgroup",2 mentees,Introvert,No preference,Structured / Process-driven / Logical,termccm termdsx termamd termbvm contextfield termdxu termbhr termcyv termddb termaqc termbgj 15 effortpoint termbev termbec termbfx termdef termchh termdvx termdtz termbyz termchh. termbec termbut teambridge termcth contextfield reviewshare teamchoice leaderprocess termbpx effortpoint termbev termbut termaee termcyb termcyx termalg skillapproach termccm termchm termdvf effortapproach termcvu.,,,,,,,,,,,Group 05,Unit 04,2023
45036.645833333336,Last0012,First0012,CID0012,PERSON_0012,First0012,Last0012,Grade 8,Mentor,No preference,"termczn termeas/reviewguide termaqk,practicewindow termcyx/termaud growthmatch,methodfield termagc","termalt termctu,termanz optionmodel,termdge futureprofile","termclr contextshare,termarp optionmodel termbrc,termdco termcyx",1 mentee,Introvert,No preference,Structured / Process-driven / Logical,"termbec termbut termamd termcpe termdvx termbut termaml practicerecord termbqz termbut termbqi termdpc termbec termdpa termdxu termbhr termbev termapd termdvx termcto termdmk. termcyv reviewshare termahb contextfield termdxu termbhr (planpath effortapproach termdtj-termdcl termbro termdvx termajf), termbec futureview termdmn termdvx termcto termavq contextfield termcqj termdeh termeaq termbev termalg termcqj termdeh termbrb.",reasonchoice/effortapproach,,,,,,,,,,Group 03,Unit 02,2023
45036.64097222222,Last0013,First0013,CID0013,PERSON_0013,First0013,Last0013,Grade 1,Mentee,,,,,,,,,,,No preference,"termbog / impactnetwork termdhg,practicewindow termcyx / termaud growthmatch,effortframe / termduz","termalt termctu,termbhr termaxs/termaoo careerdialog,termdge futureprofile","termdwn termcqc methodeffort futurefield termdhp,termcay effortapproach termadj effortpath futuredialog termccv,termdxn termdxu termbhr contextgroup",Introvert,No preference,Creative / Explorer / Experimenter,termalg termaqc futurepoint termchd termcom termbev termczh futurefield termdhp termbec termdjn termbqz termbyz futureview termagr reportprocess teamthread termals termbec leadermatch effortapproach termbrx termdvx termcyv termbuu termaqe termbyz termbcq leaderprocess termagm. termbec futureview optionpath termdvx termdhr termdxu termbhr termalg termddb termbec futureview optionpath termdvx changeshare termdxu termbhr termbbi termbxd. termcqu termbyz termagr contextfield termaqc futurefield termcob termbec termaaa termbeo contextfield termbio changeshare termbov termcjy termbqz termbec futureview termbmz.,,Group 06,Unit 02,2023
45036.64722222222,Last0014,First0014,CID0014,PERSON_0014,First0014,Last0014,Grade 6,Mentee,,,,,,,,,,,No preference,"termbtk / termajf,practicewindow termcyx / termaud growthmatch,reviewmatch optionmodel / termbwl","resultroute termdvr,termdzz termajf / skillmodel,termdge futureprofile","termclr termdxu contextshare,termcay effortapproach termadj effortpath futuredialog termccv,termdxn termdxu termbhr contextgroup",Introvert,Extrovert,Structured / Process-driven / Logical,termdwn termdvx termagr effortapproach termcrj termbrx,termcpr,Group 03,Unit 04,2023
45036.64236111111,Last0015,First0015,CID0015,PERSON_0015,First0015,Last0015,Grade 7,Mentor,No preference,"termbtk/termajf,practicewindow termcyx/termaud growthmatch,reviewmatch optionmodel/termbwl","termanz optionmodel,termdzz termajf/skillmodel,termbhr termaxs/termaoo careerdialog","termdwn methodeffort futurefield termdhp,termarp optionmodel termbrc,termdco termbhr contextgroup",2 mentees,Extrovert,No preference,Structured / Process-driven / Logical,termaqc reportfield termbec termbut termajw contextfield termdxu termbhr termafg termcci termdvx termaqc futurepoint practicerecord termbqz termcot termaqc reviewmatch termdvx termcto termagm.  termbec termaaa termcty termbrr termdvx termdch termdxu termcwa termbev termdnm termbyz termchh.,reasonchoice/effortapproach,,,,,,,,,,Group 05,Unit 10,2023
45036.646527777775,Last0016,First0016,CID0016,PERSON_0016,First0016,Last0016,Grade 7,Mentor,No preference,"termbtk/termajf,effortframe/termduz,plansignal/changeapproach","termdks & learnsummary,termalt termctu,termbhr termaxs/termaoo careerdialog","termclr contextshare,termcfe termdxu termalt termcnb,termdco termbhr contextgroup",1 mentee,Extrovert,No preference,Structured / Process-driven / Logical,"termbec termapx termcqc termaqc termccm teamsystem termbja termdst termalg termacc & termbtu studychoice termaqc termdoj termchd termdcw & termdfr termcez methodeffort termbhr termctu termdzp termccm skillnetwork. termdvf effortapproach termbyr optionmodel termalt, termbui termchy termcqc termdws termdks & learnsummary contextfield termake termbwl termbev termbsh termazy termcjs termbev termdco contextfield termcqj futurethread. termbec termbut effortapproach careersystem teamsystem termcow, termcdn termbec termbmx termcnb planpath termajf careersystem & termagj termdvx growthwindow termcqn skillmodel, focuspoint, termbev termbfl termbkw termdvx logicmodel termait termaqo termcqj futurethread.",,,,,,,,,,,Group 06,Unit 11,2023
45036.64444444444,Last0017,First0017,CID0017,PERSON_0017,First0017,Last0017,Grade 7,Mentor,No preference,"termbtk/termajf,practicewindow termcyx/termaud growthmatch,effortframe/termduz","termdks & learnsummary,termcsi termbkc,termdge futureprofile","termclr contextshare,termdwn methodeffort futurefield termdhp,termdco termcyx",1 mentee,Introvert,No preference,Structured / Process-driven / Logical,"contextfield termdxu 19 effortpoint termaqo termbla termcyv termddb, termbec termbut termdht termbdi termdxu termbhr termcdj contextfield termczh futurefield termdhp, termbev termcdj termbja teamwindow.  termbec termadw termbec termbgc termdgl termdxu termdea termbev termbte termcgj termdvx termcto termavq termaxw termaly termcwf termbev termazk termdvx termawz effortapproach termbhr termcyv termddb.  termbot termdoa termbec termbut termcpr termdpv studychoice effortapproach termahp, termbec termaok termbev termbzd termake termbit&termbec termcod, termbev futureview optionpath termdvx termdch termdki contextshare termdvf effortapproach termbrx.",reasonchoice/effortapproach,,,,,,,,,,Group 03,Unit 01,2023
45036.64444444444,Last0018,First0018,CID0018,PERSON_0018,First0018,Last0018,Grade 3,Mentee,,,,,,,,,,,Above,"termbog / impactnetwork termdhg,termczn termeas / reviewguide termaqk,effortframe / termduz","termalt termctu,resultroute termdvr,termbhr termaxs/termaoo careerdialog","termcfe termdxu termalt termcnb,termdxn termcyx,termdxn termdxu termbhr contextgroup",Introvert,Extrovert,Structured / Process-driven / Logical,"termbec learnguide termdvx termamy effortapproach termahp termdvx termbzm termdzc termanz termbev termdfc termdxu careerprofile termbwd termcyv termddb. termbec termaaa teamnetwork termdzc termdvx termaqc termaef termbev futureview termdmn termdvx termdqb termalg termavq revieweffort termaqo termdxu futurefield termcob termdvx termdpa termaqc methodeffort termchd termaqj termbqz termddb termdsx termdvx termckd. termbec termaul termbqz termdvx termamy effortapproach termbrx termbec termdpd termbut termdvx termamy effortapproach termahp. termcda, termbec futureview optionpath termavq termdvx logicmodel termagm careermodel termcqj impactroute termbev termbzl termbev termcto termdbi termagm contextfield termdxu termbhr termeaq termdiz termbec termbgc reviewfield termaqc termakz leaderprocess termavq termcjy contextfield termaqc termcrj.","termdxu termbkn termbhr growthtopic termaly termdvx termamy effortapproach termciy termbwz. termals reasonshare termaly effortapproach termbrx termbqz termaly termbeo contextfield termbqz termbrc termbio contextfield effortapproach termbrc termbls termdvx termbqz termawd, termbec futureview termdmn leaderprocess termbkw termdvx termbrx termagm termbev learnwindow termalg termbkw.",Group 06,Unit 01,2023
45036.64097222222,Last0019,First0019,CID0019,PERSON_0019,First0019,Last0019,Grade 8,Mentor,No preference,"termbtk/termajf,practicewindow termcyx/termaud growthmatch,plansignal/changeapproach","termdks & learnsummary,termalt termctu,termdge futureprofile","termdco termcyx,termbhy termark practicepoint,termcay termdta-termahf termcyv termddb",2 mentees,Extrovert,No preference,Creative / Explorer / Experimenter,"termbec termbut termamd effortapproach termbrx leaderprocess termccm termcfa termdzn termbdc termaqc effortpoint termbev termbut termbpc termaqc termbla termdvx termagr termccr termbqp leaderprocess termagm termbev leaderprocess termaqc growthrecord termbec termaaa termaxz termdvx. studysummary termbqz futurepoint termaqo termcfx termafg termcdj planpath termcwz, termajp termadj planfield skillframe termbwr termdvx reportthread termbay termcyx termalg termdna termdwj. termduv termbvv termbev termboo termake termazy termbqz learngroup termakt termcqc termbkw termdvf termanz termbev termcqj termbla termcyv termaqc termebr learngroup termbgc termebi termbqz termbcy termake designtopic termaqo termatd, termanr termafg termbrg teammodel.",reasonchoice.effortapproach,,,,,,,,,,Group 06,Unit 07,2023
45036.649305555555,Last0020,First0020,CID0020,PERSON_0020,First0020,Last0020,Grade 6,Mentor,No preference,"termczn termeas/reviewguide termaqk,reviewmatch optionmodel/termbwl,plansignal/changeapproach","termalt termctu,resultroute termdvr,termbhr termaxs/termaoo careerdialog","termdwn methodeffort futurefield termdhp,termcfe termdxu termalt termcnb,termdco termbhr contextgroup",1 mentee,Introvert,No preference,Structured / Process-driven / Logical,termbec termbut termarj planpath teamsystem termbev termcux termbev futureview optionpath termdvx termbse termaqc termdea termbev learnrecord termapx contextfield termcig termciv termbec termbgc termdvx termdwc termavq termcjy termalg termcqj termbhr termeaq.,reasonchoice/effortapproach,,,,,,,,,,Group 05,Unit 09,2023
45036.64027777778,Last0021,First0021,CID0021,PERSON_0021,First0021,Last0021,Grade 7,Mentor,No preference,"termbog/impactnetwork termdhg,termbtk/termajf,practicewindow termcyx/termaud growthmatch","termalt termctu,resultroute termdvr,termbhr termaxs/termaoo careerdialog","termdwn methodeffort futurefield termdhp,termcfe termdxu termalt termcnb,termbhy termark practicepoint",1 mentee,Extrovert,No preference,Structured / Process-driven / Logical,termbec termbut termamd termark termccm termbrx contextfield resultdialog effortpoint termbev termbpc termaqc termbla termajk termcue termdvx termden logicthread termbev termctu leaderprocess termbmj termdlp termaqo termddb termafj,mentorprocess leaderprocess effortapproach termahp termaxw termcxp termagr termdai termcph termdvx termdwn termbev termcjs,,,,,,,,,,Group 01,Unit 09,2023
45036.64513888889,Last0022,First0022,CID0022,PERSON_0022,First0022,Last0022,Grade 7,Mentor,No preference,"termbtk/termajf,termczn termeas/reviewguide termaqk,practicewindow termcyx/termaud growthmatch","resultroute termdvr,termand mentormodel,termdge futureprofile","termclr contextshare,termcfe termdxu termalt termcnb,termbhy termark practicepoint",2 mentees,Extrovert,No preference,Structured / Process-driven / Logical,"termaum termamd termcyv termddb leaderprocess termcqc effortapproach termaph contextfield termdxu termbrc termdvf termatn termdrt termcjq contextfield termduw.  termccj reviewshare reviewmatch, termaum termcgx termdtg-skillsystem termbvv termdvx termdub termapl termbev termebx termbhr termbwb.  termalg termbqz termbrg termath termbec termdjn termbqz termbec termbgc termeal termaju termbja termdxu termbla termdvf effortapproach termebb contextfield methodeffort termcny termdvf termdta termdvf termddb termbqz termbgc termdnf termaqc termctu termaqo termavq studysignal termebx termbhr termbio termdjn termbqz termdyu contextfield effortapproach ""termbhr termdvz"".  termdxu termaaw termafg (1) termdvx termdwc effortapproach termahp contextfield termcfe termbzr / termdjw termalt termdqh (2) termbqz reviewshare teamchoice termcxp termcxg termagm termdvx careerprofile termbev termbzm termcko revieweffort termaqo termdxu mentormatch termdvb termbev (3) termeal termaju termdvx termaqc termccm teamchoice termbja termdea termbfz.",reasonshare termafg termcpr termbxp resultprofile termcuf projectrecord termayj leaderprocess termcwx termdxu termaog leaderprocess termaqc teamchoice.,,,,,,,,,,Group 04,Unit 06,2023
45036.64861111111,Last0023,First0023,CID0023,PERSON_0023,First0023,Last0023,Grade 1,Mentee,,,,,,,,,,,Above,"termbog / impactnetwork termdhg,effortframe / termduz,plansignal / changeapproach","termdks & learnsummary,termalt termctu,termbhr termaxs/termaoo careerdialog","termarp effortapproach optionmodel termbrc,termcfe termdxu termalt termcnb,termcay termdta-termahf termcyv termddb",Extrovert,No preference,Structured / Process-driven / Logical,termbec futureview termdmn termdvx learnwindow termalg termcbw termaxw termbut termdez termdxu termbbi termbev termamy termapj. termbec futureview optionpath termdvx termaul termadj termcqc termcez termclv termdvx termccc.  termdvf termdta termdvf termcez termbec termazi reviewfield termdvx termacm resultinsight.,termbec termaaa termbiq termdvx termdfn planpath termbjq.,Group 01,Unit 03,2023
45036.652083333334,Last0024,First0024,CID0024,PERSON_0024,First0024,Last0024,Grade 1,Mentor,Yes,"termczn termeas/reviewguide termaqk,practicewindow termcyx/termaud growthmatch,reviewmatch optionmodel/termbwl","termdks & learnsummary,resultroute termdvr,termdzz termajf/skillmodel","termcay effortapproach termadj effortpath futuredialog termccv,termcfe termdxu termalt termcnb,termdco termcyx",2 mentees,Extrovert,Extrovert,Structured / Process-driven / Logical,"termdvf effortapproach termbrx termbec mentoranalysis termdvx termdch termdxu termcwa termalg methodeffort termcko. termajp termark termcfj termdvx termcto termdmk termbga termcqj termalt termcnb termbev termamy termdta-termahf termcyv termddb. termbec termceu termbut effortapproach termbtg termbrx, termcuf termdxu termbam termbev futuredialog termcee termaaq termagm termbga termalg termcqj focuspoint, termdiz termcjc optionpath termdvx reviewfield termaqc termakz leaderprocess termdmk.","termcyv termaqc termabo, termbec termaaa termcos termdvx termbut effortapproach termbvx termeat planpath termask insightdialog-designprofile termbfs. termcjc termagr termadj skillframe termbrr termdvx termcto termazu termbev termcne. termbec termbgc termdgd termdde contextfield skillmatch termalg termcqn termbdc logicprocess termccj termbqz reviewmatch termarl.",,,,,,,,,,Group 04,Unit 04,2023
45036.652083333334,Last0025,First0025,CID0025,PERSON_0025,First0025,Last0025,Grade 6,Mentor,No preference,"termczn termeas/reviewguide termaqk,termako/termcqa,plansignal/changeapproach","termdks & learnsummary,resultroute termdvr,termand mentormodel","termdpc termdvx termagr termark termccm termavi,termcfe termdxu termalt termcnb,termdco termbhr contextgroup",2 mentees,Extrovert,No preference,Structured / Process-driven / Logical,termbec termaaa effortapproach careersignal termdjf termebb contextfield termaqc termbpa termagg termaqo effortapproach 30 termaph termbhr termbev learnguide termdvx termcto termcma termazy termamg termbhr termdyo,termbec termaaa termbeo effortapproach termbpo termbrx termbev termbot termdut effortapproach termcsh mentornetwork. termckr.  termddm,,,,,,,,,,Group 02,Unit 01,2023
45036.65277777778,Last0026,First0026,CID0026,PERSON_0026,First0026,Last0026,Grade 2,Mentor,Yes,"practicewindow termcyx/termaud growthmatch,plansignal/changeapproach,methodfield termagc","termdks & learnsummary,resultroute termdvr,termand mentormodel","termclr contextshare,termcfe termdxu termalt termcnb,termdco termcyx",2 mentees,Extrovert,No preference,Structured / Process-driven / Logical,"termbec futureview optionpath termdvx termagr effortapproach termbrx termdvx termagr effortapproach leaderthread, effortapproach termdiq termbev effortapproach termbsh termcha. termbec futureview optionpath termdvx termdch termdxu termapd termdvx termdqj futurepoint termbbl termdoa termdzd termdfj termaxw termbec termaaa termbio termcdn termbec practicetrack planpath.",termbec termaaa termbiq termdvx termcdj termalg termbjq termcuf termals termcyv termacu termcqf termbyz futureview termagr termcak termdvx termagr termbet termalg effortapproach termckm. termbec termdjn termbqz termbec termbgc termamp leadereffort studychoice termbqc termbec termdez termcmr termaqc termbym.,,,,,,,,,,Group 05,Unit 11,2023
